Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,3000.0 um
Duration,30 sec
Resolution,0.333 um/sample
Force,3.00 mg
Measurement Range,6.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 2970.3 um Width: 2472.1 um
M. Cursor,Pos: 55.9 um Width: 2506.9 um

Scan Data
Lateral um,Raw Angstrom,
1604.3,-720.7,,
1604.7,-733.7,,
1605.0,-748.2,,
1605.3,-756.5,,
1605.7,-768.7,,
1606.0,-783.1,,
1606.3,-792.5,,
1606.7,-806.1,,
1607.0,-819.0,,
1607.3,-830.1,,
1607.7,-838.8,,
1608.0,-847.7,,
1608.3,-862.0,,
1608.7,-871.7,,
1609.0,-878.6,,
1609.3,-888.2,,
1609.7,-893.7,,
1610.0,-897.4,,
1610.3,-905.4,,
1610.7,-911.2,,
1611.0,-917.3,,
1611.3,-924.4,,
1611.7,-926.5,,
1612.0,-924.9,,
1612.3,-931.5,,
1612.7,-941.4,,
1613.0,-941.9,,
1613.3,-944.4,,
1613.7,-950.8,,
1614.0,-952.7,,
1614.3,-952.4,,
1614.7,-957.8,,
1615.0,-960.6,,
1615.3,-960.1,,
1615.7,-954.6,,
1616.0,-952.6,,
1616.3,-954.5,,
1616.7,-960.7,,
1617.0,-964.6,,
1617.3,-966.7,,
1617.7,-962.3,,
1618.0,-959.4,,
1618.3,-959.4,,
1618.7,-958.7,,
1619.0,-963.0,,
1619.3,-962.7,,
1619.7,-956.8,,
1620.0,-953.2,,
1620.3,-952.0,,
1620.7,-954.2,,
1621.0,-956.1,,
1621.3,-956.3,,
1621.7,-949.5,,
1622.0,-940.6,,
1622.3,-939.0,,
1622.7,-939.6,,
1623.0,-936.9,,
1623.3,-939.5,,
1623.7,-933.9,,
1624.0,-922.7,,
1624.3,-918.9,,
1624.7,-917.8,,
1625.0,-914.4,,
1625.3,-910.2,,
1625.7,-906.7,,
1626.0,-894.6,,
1626.3,-886.1,,
1626.7,-881.8,,
1627.0,-877.4,,
1627.3,-869.6,,
1627.7,-862.4,,
1628.0,-849.5,,
1628.3,-838.1,,
1628.7,-832.6,,
1629.0,-827.0,,
1629.3,-818.7,,
1629.7,-808.3,,
1630.0,-795.6,,
1630.3,-783.5,,
1630.7,-773.8,,
1631.0,-764.0,,
1631.3,-757.5,,
1631.7,-743.1,,
1632.0,-728.5,,
1632.3,-717.6,,
1632.7,-708.0,,
1633.0,-701.9,,
1633.3,-696.2,,
1633.7,-685.1,,
1634.0,-667.4,,
1634.3,-654.9,,
1634.7,-645.3,,
1635.0,-634.4,,
1635.3,-626.0,,
1635.7,-617.0,,
1636.0,-600.3,,
1636.3,-583.6,,
1636.7,-573.3,,
1637.0,-562.3,,
1637.3,-553.2,,
1637.7,-540.4,,
1638.0,-522.2,,
1638.3,-504.3,,
1638.7,-491.5,,
1639.0,-482.5,,
1639.3,-474.7,,
1639.7,-466.8,,
1640.0,-451.3,,
1640.3,-434.8,,
1640.7,-425.5,,
1641.0,-419.1,,
1641.3,-411.0,,
1641.7,-401.3,,
1642.0,-386.6,,
1642.3,-365.0,,
1642.7,-349.9,,
1643.0,-341.1,,
1643.3,-329.9,,
1643.7,-319.2,,
1644.0,-305.2,,
1644.3,-293.1,,
1644.7,-282.2,,
1645.0,-282.6,,
1645.3,-287.8,,
1645.7,-291.1,,
1646.0,-290.3,,
1646.3,-290.9,,
1646.7,-295.8,,
1647.0,-302.8,,
1647.3,-311.2,,
1647.7,-316.5,,
1648.0,-311.7,,
1648.3,-298.3,,
1648.7,-285.8,,
1649.0,-272.2,,
1649.3,-255.6,,
1649.7,-239.6,,
1650.0,-214.9,,
1650.3,-187.0,,
1650.7,-160.8,,
1651.0,-140.5,,
1651.3,-118.1,,
1651.7,-104.7,,
1652.0,-86.6,,
1652.3,-62.5,,
1652.7,-42.7,,
1653.0,-29.1,,
1653.3,-19.7,,
1653.7,-9.3,,
1654.0,-0.7,,
1654.3,16.2,,
1654.7,34.9,,
1655.0,47.1,,
1655.3,54.8,,
1655.7,66.4,,
1656.0,79.1,,
1656.3,96.3,,
1656.7,115.5,,
1657.0,129.1,,
1657.3,136.6,,
1657.7,147.3,,
1658.0,158.7,,
1658.3,173.8,,
1658.7,188.3,,
1659.0,202.8,,
1659.3,210.0,,
1659.7,217.8,,
1660.0,228.7,,
1660.3,246.8,,
1660.7,260.9,,
1661.0,274.5,,
1661.3,287.0,,
1661.7,295.1,,
1662.0,305.9,,
1662.3,323.4,,
1662.7,340.7,,
1663.0,354.0,,
1663.3,366.5,,
1663.7,376.4,,
1664.0,384.1,,
1664.3,399.3,,
1664.7,418.3,,
1665.0,430.2,,
1665.3,442.0,,
1665.7,451.3,,
1666.0,461.2,,
1666.3,477.4,,
1666.7,495.6,,
1667.0,506.4,,
1667.3,518.0,,
1667.7,529.4,,
1668.0,538.6,,
1668.3,553.2,,
1668.7,569.6,,
1669.0,583.2,,
1669.3,592.9,,
1669.7,598.6,,
1670.0,605.5,,
1670.3,616.1,,
1670.7,628.9,,
1671.0,639.9,,
1671.3,650.2,,
1671.7,655.1,,
1672.0,663.5,,
1672.3,674.9,,
1672.7,689.7,,
1673.0,705.3,,
1673.3,712.5,,
1673.7,718.5,,
1674.0,724.6,,
1674.3,735.6,,
1674.7,747.4,,
1675.0,759.5,,
1675.3,770.9,,
1675.7,777.8,,
1676.0,783.1,,
1676.3,791.1,,
1676.7,804.1,,
1677.0,812.9,,
1677.3,820.9,,
1677.7,824.6,,
1678.0,822.0,,
1678.3,827.9,,
1678.7,840.0,,
1679.0,848.9,,
1679.3,855.4,,
1679.7,861.2,,
1680.0,862.3,,
1680.3,864.5,,
1680.7,873.7,,
1681.0,882.6,,
1681.3,886.9,,
1681.7,888.4,,
1682.0,892.9,,
1682.3,896.0,,
1682.7,902.4,,
1683.0,911.6,,
1683.3,918.1,,
1683.7,921.6,,
1684.0,921.8,,
1684.3,924.9,,
1684.7,926.1,,
1685.0,938.0,,
1685.3,945.6,,
1685.7,949.6,,
1686.0,947.8,,
1686.3,950.9,,
1686.7,956.5,,
1687.0,965.7,,
1687.3,975.7,,
1687.7,983.6,,
1688.0,986.5,,
1688.3,991.4,,
1688.7,1001.0,,
1689.0,1009.4,,
1689.3,1019.5,,
1689.7,1028.5,,
1690.0,1030.4,,
1690.3,1029.5,,
1690.7,1033.1,,
1691.0,1040.4,,
1691.3,1044.5,,
1691.7,1051.1,,
1692.0,1055.7,,
1692.3,1054.8,,
1692.7,1057.2,,
1693.0,1066.2,,
1693.3,1071.1,,
1693.7,1076.3,,
1694.0,1077.7,,
1694.3,1078.4,,
1694.7,1082.2,,
1695.0,1091.7,,
1695.3,1097.1,,
1695.7,1104.8,,
1696.0,1110.7,,
1696.3,1113.9,,
1696.7,1117.7,,
1697.0,1126.7,,
1697.3,1135.6,,
1697.7,1139.3,,
1698.0,1145.2,,
1698.3,1150.2,,
1698.7,1157.1,,
1699.0,1164.6,,
1699.3,1173.4,,
1699.7,1182.3,,
1700.0,1189.4,,
1700.3,1194.8,,
1700.7,1201.4,,
1701.0,1206.4,,
1701.3,1212.8,,
1701.7,1220.1,,
1702.0,1224.6,,
1702.3,1228.0,,
1702.7,1233.7,,
1703.0,1241.5,,
1703.3,1249.7,,
1703.7,1257.9,,
1704.0,1266.7,,
1704.3,1268.9,,
1704.7,1273.1,,
1705.0,1280.7,,
1705.3,1290.3,,
1705.7,1300.2,,
1706.0,1309.9,,
1706.3,1311.5,,
1706.7,1315.1,,
1707.0,1323.0,,
1707.3,1326.3,,
1707.7,1330.0,,
1708.0,1336.0,,
1708.3,1340.4,,
1708.7,1343.2,,
1709.0,1350.6,,
1709.3,1359.4,,
1709.7,1366.2,,
1710.0,1370.6,,
1710.3,1375.3,,
1710.7,1376.6,,
1711.0,1381.6,,
1711.3,1390.2,,
1711.7,1396.9,,
1712.0,1401.2,,
1712.3,1405.5,,
1712.7,1411.2,,
1713.0,1417.9,,
1713.3,1425.6,,
1713.7,1433.0,,
1714.0,1437.0,,
1714.3,1440.3,,
1714.7,1443.5,,
1715.0,1449.7,,
1715.3,1453.7,,
1715.7,1460.2,,
1716.0,1467.3,,
1716.3,1472.1,,
1716.7,1476.8,,
1717.0,1484.5,,
1717.3,1488.9,,
1717.7,1495.3,,
1718.0,1505.1,,
1718.3,1509.4,,
1718.7,1514.1,,
1719.0,1519.4,,
1719.3,1529.4,,
1719.7,1538.6,,
1720.0,1549.1,,
1720.3,1558.8,,
1720.7,1566.4,,
1721.0,1574.1,,
1721.3,1581.9,,
1721.7,1590.2,,
1722.0,1599.4,,
1722.3,1607.6,,
1722.7,1610.8,,
1723.0,1618.1,,
1723.3,1628.7,,
1723.7,1640.3,,
1724.0,1648.3,,
1724.3,1659.1,,
1724.7,1668.7,,
1725.0,1677.4,,
1725.3,1688.9,,
1725.7,1701.3,,
1726.0,1711.2,,
1726.3,1721.4,,
1726.7,1733.1,,
1727.0,1743.9,,
1727.3,1752.6,,
1727.7,1760.2,,
1728.0,1767.4,,
1728.3,1774.2,,
1728.7,1783.7,,
1729.0,1794.1,,
1729.3,1802.8,,
1729.7,1808.6,,
1730.0,1817.6,,
1730.3,1825.3,,
1730.7,1831.7,,
1731.0,1840.4,,
1731.3,1848.8,,
1731.7,1855.9,,
1732.0,1859.4,,
1732.3,1865.9,,
1732.7,1870.1,,
1733.0,1876.6,,
1733.3,1883.9,,
1733.7,1889.3,,
1734.0,1888.4,,
1734.3,1893.8,,
1734.7,1896.5,,
1735.0,1898.1,,
1735.3,1905.7,,
1735.7,1911.5,,
1736.0,1912.4,,
1736.3,1914.8,,
1736.7,1920.9,,
1737.0,1921.9,,
1737.3,1926.4,,
1737.7,1930.2,,
1738.0,1929.3,,
1738.3,1931.5,,
1738.7,1932.6,,
1739.0,1932.9,,
1739.3,1936.6,,
1739.7,1943.0,,
1740.0,1944.1,,
1740.3,1944.9,,
1740.7,1948.1,,
1741.0,1945.1,,
1741.3,1942.1,,
1741.7,1946.2,,
1742.0,1943.5,,
1742.3,1938.7,,
1742.7,1936.6,,
1743.0,1932.8,,
1743.3,1931.3,,
1743.7,1933.2,,
1744.0,1930.7,,
1744.3,1930.0,,
1744.7,1926.0,,
1745.0,1920.4,,
1745.3,1923.7,,
1745.7,1924.2,,
1746.0,1917.6,,
1746.3,1915.3,,
1746.7,1911.4,,
1747.0,1905.3,,
1747.3,1903.1,,
1747.7,1905.6,,
1748.0,1899.9,,
1748.3,1895.2,,
1748.7,1893.4,,
1749.0,1890.9,,
1749.3,1886.9,,
1749.7,1893.9,,
1750.0,1890.3,,
1750.3,1882.5,,
1750.7,1879.4,,
1751.0,1870.6,,
1751.3,1864.4,,
1751.7,1860.7,,
1752.0,1855.0,,
1752.3,1846.3,,
1752.7,1836.8,,
1753.0,1830.1,,
1753.3,1824.5,,
1753.7,1821.8,,
1754.0,1814.6,,
1754.3,1805.3,,
1754.7,1795.5,,
1755.0,1789.0,,
1755.3,1785.4,,
1755.7,1780.3,,
1756.0,1773.8,,
1756.3,1762.8,,
1756.7,1751.7,,
1757.0,1743.3,,
1757.3,1737.3,,
1757.7,1726.7,,
1758.0,1717.4,,
1758.3,1706.1,,
1758.7,1693.1,,
1759.0,1679.3,,
1759.3,1670.2,,
1759.7,1662.6,,
1760.0,1649.4,,
1760.3,1633.6,,
1760.7,1620.3,,
1761.0,1604.9,,
1761.3,1590.9,,
1761.7,1579.2,,
1762.0,1567.9,,
1762.3,1551.1,,
1762.7,1536.1,,
1763.0,1521.4,,
1763.3,1502.0,,
1763.7,1491.3,,
1764.0,1480.4,,
1764.3,1464.2,,
1764.7,1446.3,,
1765.0,1430.9,,
1765.3,1414.7,,
1765.7,1399.3,,
1766.0,1385.3,,
1766.3,1369.4,,
1766.7,1350.7,,
1767.0,1331.3,,
1767.3,1315.5,,
1767.7,1303.4,,
1768.0,1293.4,,
1768.3,1280.2,,
1768.7,1261.7,,
1769.0,1244.0,,
1769.3,1229.0,,
1769.7,1218.0,,
1770.0,1206.1,,
1770.3,1195.0,,
1770.7,1178.1,,
1771.0,1159.2,,
1771.3,1140.4,,
1771.7,1129.3,,
1772.0,1118.9,,
1772.3,1103.3,,
1772.7,1090.4,,
1773.0,1073.0,,
1773.3,1057.2,,
1773.7,1047.8,,
1774.0,1038.3,,
1774.3,1025.0,,
1774.7,1009.5,,
1775.0,994.1,,
1775.3,977.3,,
1775.7,961.6,,
1776.0,949.1,,
1776.3,934.2,,
1776.7,913.0,,
1777.0,894.7,,
1777.3,873.8,,
1777.7,857.4,,
1778.0,846.2,,
1778.3,828.9,,
1778.7,810.7,,
1779.0,790.9,,
1779.3,769.6,,
1779.7,750.3,,
1780.0,736.4,,
1780.3,720.9,,
1780.7,702.5,,
1781.0,680.4,,
1781.3,658.2,,
1781.7,641.2,,
1782.0,625.7,,
1782.3,610.2,,
1782.7,591.3,,
1783.0,571.7,,
1783.3,549.8,,
1783.7,532.2,,
1784.0,517.2,,
1784.3,503.6,,
1784.7,486.4,,
1785.0,466.8,,
1785.3,443.1,,
1785.7,425.4,,
1786.0,408.3,,
1786.3,390.2,,
1786.7,372.7,,
1787.0,353.4,,
1787.3,331.3,,
1787.7,310.8,,
1788.0,296.2,,
1788.3,278.0,,
1788.7,258.3,,
1789.0,239.7,,
1789.3,216.8,,
1789.7,194.0,,
1790.0,179.5,,
1790.3,167.2,,
1790.7,148.9,,
1791.0,128.3,,
1791.3,109.3,,
1791.7,86.2,,
1792.0,66.0,,
1792.3,52.1,,
1792.7,36.3,,
1793.0,19.9,,
1793.3,-0.3,,
1793.7,-18.8,,
1794.0,-33.0,,
1794.3,-44.4,,
1794.7,-58.6,,
1795.0,-73.3,,
1795.3,-91.5,,
1795.7,-107.6,,
1796.0,-125.9,,
1796.3,-136.9,,
1796.7,-147.1,,
1797.0,-161.3,,
1797.3,-179.2,,
1797.7,-195.7,,
1798.0,-209.5,,
1798.3,-222.8,,
1798.7,-238.3,,
1799.0,-254.3,,
1799.3,-272.4,,
1799.7,-289.2,,
1800.0,-305.4,,
1800.3,-320.0,,
1800.7,-337.3,,
1801.0,-352.8,,
1801.3,-371.0,,
1801.7,-390.8,,
1802.0,-407.9,,
1802.3,-423.9,,
1802.7,-442.2,,
1803.0,-461.4,,
1803.3,-479.3,,
1803.7,-497.9,,
1804.0,-514.2,,
1804.3,-528.3,,
1804.7,-543.5,,
1805.0,-558.8,,
1805.3,-574.5,,
1805.7,-593.0,,
1806.0,-611.0,,
1806.3,-619.9,,
1806.7,-631.0,,
1807.0,-645.2,,
1807.3,-657.7,,
1807.7,-670.6,,
1808.0,-683.4,,
1808.3,-697.5,,
1808.7,-707.6,,
1809.0,-720.9,,
1809.3,-732.1,,
1809.7,-746.1,,
1810.0,-759.2,,
1810.3,-770.8,,
1810.7,-779.0,,
1811.0,-791.2,,
1811.3,-803.7,,
1811.7,-814.8,,
1812.0,-825.8,,
1812.3,-834.8,,
1812.7,-847.4,,
1813.0,-856.1,,
1813.3,-867.3,,
1813.7,-874.5,,
1814.0,-882.9,,
1814.3,-888.4,,
1814.7,-896.6,,
1815.0,-905.3,,
1815.3,-907.7,,
1815.7,-913.4,,
1816.0,-920.8,,
1816.3,-928.6,,
1816.7,-934.8,,
1817.0,-946.3,,
1817.3,-949.8,,
1817.7,-954.4,,
1818.0,-961.8,,
1818.3,-969.3,,
1818.7,-973.0,,
1819.0,-981.1,,
1819.3,-982.3,,
1819.7,-984.8,,
1820.0,-987.7,,
1820.3,-992.2,,
1820.7,-995.2,,
1821.0,-1001.2,,
1821.3,-1003.4,,
1821.7,-1007.4,,
1822.0,-1014.3,,
1822.3,-1019.3,,
1822.7,-1023.1,,
1823.0,-1027.8,,
1823.3,-1029.5,,
1823.7,-1032.4,,
1824.0,-1036.1,,
1824.3,-1036.2,,
1824.7,-1038.0,,
1825.0,-1037.9,,
1825.3,-1038.8,,
1825.7,-1042.9,,
1826.0,-1048.0,,
1826.3,-1049.7,,
1826.7,-1049.3,,
1827.0,-1048.6,,
1827.3,-1050.2,,
1827.7,-1045.4,,
1828.0,-1045.4,,
1828.3,-1044.3,,
1828.7,-1041.0,,
1829.0,-1034.8,,
1829.3,-1036.4,,
1829.7,-1033.3,,
1830.0,-1029.0,,
1830.3,-1025.5,,
1830.7,-1022.9,,
1831.0,-1021.0,,
1831.3,-1016.2,,
1831.7,-1009.5,,
1832.0,-1002.5,,
1832.3,-998.1,,
1832.7,-989.9,,
1833.0,-984.4,,
1833.3,-981.8,,
1833.7,-971.2,,
1834.0,-963.3,,
1834.3,-955.6,,
1834.7,-945.9,,
1835.0,-938.6,,
1835.3,-931.7,,
1835.7,-921.7,,
1836.0,-911.6,,
1836.3,-899.2,,
1836.7,-889.8,,
1837.0,-882.6,,
1837.3,-872.1,,
1837.7,-863.9,,
1838.0,-851.7,,
1838.3,-842.4,,
1838.7,-838.0,,
1839.0,-828.4,,
1839.3,-821.7,,
1839.7,-814.3,,
1840.0,-801.4,,
1840.3,-790.9,,
1840.7,-783.0,,
1841.0,-770.9,,
1841.3,-761.1,,
1841.7,-748.0,,
1842.0,-737.5,,
1842.3,-730.9,,
1842.7,-718.2,,
1843.0,-710.1,,
1843.3,-705.5,,
1843.7,-692.1,,
1844.0,-685.2,,
1844.3,-677.9,,
1844.7,-667.2,,
1845.0,-662.5,,
1845.3,-656.5,,
1845.7,-644.2,,
1846.0,-633.3,,
1846.3,-620.4,,
1846.7,-614.3,,
1847.0,-606.3,,
1847.3,-596.8,,
1847.7,-590.6,,
1848.0,-576.5,,
1848.3,-566.2,,
1848.7,-560.0,,
1849.0,-549.3,,
1849.3,-547.3,,
1849.7,-540.4,,
1850.0,-524.9,,
1850.3,-514.6,,
1850.7,-508.3,,
1851.0,-502.9,,
1851.3,-500.5,,
1851.7,-491.7,,
1852.0,-482.2,,
1852.3,-472.9,,
1852.7,-463.1,,
1853.0,-465.5,,
1853.3,-464.8,,
1853.7,-456.5,,
1854.0,-445.8,,
1854.3,-435.8,,
1854.7,-425.0,,
1855.0,-421.7,,
1855.3,-419.0,,
1855.7,-417.2,,
1856.0,-410.3,,
1856.3,-401.9,,
1856.7,-395.1,,
1857.0,-388.7,,
1857.3,-388.9,,
1857.7,-385.5,,
1858.0,-375.2,,
1858.3,-367.5,,
1858.7,-358.0,,
1859.0,-350.1,,
1859.3,-350.6,,
1859.7,-348.5,,
1860.0,-344.5,,
1860.3,-333.6,,
1860.7,-326.7,,
1861.0,-319.3,,
1861.3,-319.7,,
1861.7,-321.8,,
1862.0,-318.5,,
1862.3,-309.9,,
1862.7,-308.1,,
1863.0,-305.6,,
1863.3,-307.8,,
1863.7,-312.7,,
1864.0,-312.1,,
1864.3,-308.4,,
1864.7,-301.2,,
1865.0,-296.9,,
1865.3,-299.2,,
1865.7,-300.4,,
1866.0,-299.8,,
1866.3,-293.9,,
1866.7,-289.2,,
1867.0,-288.3,,
1867.3,-290.6,,
1867.7,-291.0,,
1868.0,-292.1,,
1868.3,-289.7,,
1868.7,-284.4,,
1869.0,-280.0,,
1869.3,-282.4,,
1869.7,-288.1,,
1870.0,-286.0,,
1870.3,-280.9,,
1870.7,-277.2,,
1871.0,-268.7,,
1871.3,-266.1,,
1871.7,-268.5,,
1872.0,-266.4,,
1872.3,-262.3,,
1872.7,-256.3,,
1873.0,-251.2,,
1873.3,-248.4,,
1873.7,-249.7,,
1874.0,-249.6,,
1874.3,-246.6,,
1874.7,-241.1,,
1875.0,-235.8,,
1875.3,-230.6,,
1875.7,-229.3,,
1876.0,-228.9,,
1876.3,-225.1,,
1876.7,-220.3,,
1877.0,-215.6,,
1877.3,-208.7,,
1877.7,-204.9,,
1878.0,-204.2,,
1878.3,-198.6,,
1878.7,-189.8,,
1879.0,-183.9,,
1879.3,-178.0,,
1879.7,-171.8,,
1880.0,-168.1,,
1880.3,-161.6,,
1880.7,-152.6,,
1881.0,-143.6,,
1881.3,-136.0,,
1881.7,-131.5,,
1882.0,-129.5,,
1882.3,-123.7,,
1882.7,-117.9,,
1883.0,-113.0,,
1883.3,-105.9,,
1883.7,-106.3,,
1884.0,-103.6,,
1884.3,-98.9,,
1884.7,-91.9,,
1885.0,-83.8,,
1885.3,-73.6,,
1885.7,-71.5,,
1886.0,-70.3,,
1886.3,-66.0,,
1886.7,-61.9,,
1887.0,-55.5,,
1887.3,-48.1,,
1887.7,-46.6,,
1888.0,-50.5,,
1888.3,-47.6,,
1888.7,-40.7,,
1889.0,-34.6,,
1889.3,-29.5,,
1889.7,-21.5,,
1890.0,-20.8,,
1890.3,-17.4,,
1890.7,-11.1,,
1891.0,-5.4,,
1891.3,2.0,,
1891.7,9.9,,
1892.0,13.0,,
1892.3,17.5,,
1892.7,22.6,,
1893.0,28.2,,
1893.3,34.3,,
1893.7,42.7,,
1894.0,48.4,,
1894.3,50.8,,
1894.7,56.0,,
1895.0,63.8,,
1895.3,69.8,,
1895.7,78.7,,
1896.0,80.6,,
1896.3,84.5,,
1896.7,83.8,,
1897.0,87.1,,
1897.3,95.5,,
1897.7,101.4,,
1898.0,103.6,,
1898.3,107.1,,
1898.7,108.1,,
1899.0,112.1,,
1899.3,120.2,,
1899.7,126.1,,
1900.0,130.3,,
1900.3,133.7,,
1900.7,137.9,,
1901.0,139.2,,
1901.3,147.9,,
1901.7,153.1,,
1902.0,156.3,,
1902.3,158.3,,
1902.7,161.8,,
1903.0,161.0,,
1903.3,163.7,,
1903.7,171.2,,
1904.0,173.4,,
1904.3,172.1,,
1904.7,175.0,,
1905.0,176.7,,
1905.3,177.9,,
1905.7,183.3,,
1906.0,189.0,,
1906.3,190.9,,
1906.7,191.2,,
1907.0,194.6,,
1907.3,198.7,,
1907.7,203.1,,
1908.0,206.9,,
1908.3,208.3,,
1908.7,208.4,,
1909.0,207.6,,
1909.3,211.5,,
1909.7,216.1,,
1910.0,220.4,,
1910.3,221.9,,
1910.7,222.8,,
1911.0,222.5,,
1911.3,225.6,,
1911.7,231.1,,
1912.0,238.0,,
1912.3,242.7,,
1912.7,244.1,,
1913.0,243.3,,
1913.3,244.4,,
1913.7,251.8,,
1914.0,251.5,,
1914.3,253.0,,
1914.7,255.3,,
1915.0,254.7,,
1915.3,252.7,,
1915.7,256.1,,
1916.0,262.9,,
1916.3,262.9,,
1916.7,264.7,,
1917.0,267.5,,
1917.3,269.8,,
1917.7,273.2,,
1918.0,280.3,,
1918.3,283.9,,
1918.7,287.8,,
1919.0,289.0,,
1919.3,288.0,,
1919.7,292.1,,
1920.0,297.0,,
1920.3,303.4,,
1920.7,308.4,,
1921.0,311.2,,
1921.3,312.9,,
1921.7,313.9,,
1922.0,320.6,,
1922.3,326.1,,
1922.7,330.2,,
1923.0,331.1,,
1923.3,329.9,,
1923.7,330.9,,
1924.0,332.8,,
1924.3,336.7,,
1924.7,338.7,,
1925.0,339.0,,
1925.3,333.7,,
1925.7,338.0,,
1926.0,342.9,,
1926.3,343.0,,
1926.7,344.6,,
1927.0,340.0,,
1927.3,334.9,,
1927.7,335.0,,
1928.0,342.4,,
1928.3,337.9,,
1928.7,336.9,,
1929.0,341.0,,
1929.3,340.8,,
1929.7,336.2,,
1930.0,342.4,,
1930.3,347.5,,
1930.7,344.3,,
1931.0,344.7,,
1931.3,342.2,,
1931.7,344.3,,
1932.0,346.3,,
1932.3,346.2,,
1932.7,344.2,,
1933.0,345.5,,
1933.3,340.7,,
1933.7,333.1,,
1934.0,336.4,,
1934.3,336.3,,
1934.7,330.8,,
1935.0,323.3,,
1935.3,319.0,,
1935.7,313.2,,
1936.0,304.0,,
1936.3,304.7,,
1936.7,305.5,,
1937.0,300.5,,
1937.3,290.1,,
1937.7,283.2,,
1938.0,283.7,,
1938.3,284.2,,
1938.7,279.7,,
1939.0,275.9,,
1939.3,276.3,,
1939.7,269.6,,
1940.0,259.1,,
1940.3,255.1,,
1940.7,256.8,,
1941.0,255.7,,
1941.3,245.7,,
1941.7,244.0,,
1942.0,241.5,,
1942.3,238.7,,
1942.7,232.3,,
1943.0,230.2,,
1943.3,223.6,,
1943.7,211.8,,
1944.0,202.0,,
1944.3,195.2,,
1944.7,187.4,,
1945.0,180.8,,
1945.3,174.6,,
1945.7,162.8,,
1946.0,153.7,,
1946.3,144.0,,
1946.7,136.8,,
1947.0,128.1,,
1947.3,122.0,,
1947.7,111.1,,
1948.0,105.5,,
1948.3,96.1,,
1948.7,91.3,,
1949.0,82.8,,
1949.3,77.2,,
1949.7,71.8,,
1950.0,63.0,,
1950.3,53.2,,
1950.7,46.4,,
1951.0,35.1,,
1951.3,23.5,,
1951.7,15.4,,
1952.0,6.8,,
1952.3,-1.8,,
1952.7,-9.4,,
1953.0,-14.6,,
1953.3,-21.5,,
1953.7,-30.6,,
1954.0,-36.4,,
1954.3,-43.2,,
1954.7,-50.4,,
1955.0,-57.4,,
1955.3,-61.4,,
1955.7,-68.3,,
1956.0,-72.6,,
1956.3,-82.4,,
1956.7,-93.0,,
1957.0,-105.1,,
1957.3,-111.3,,
1957.7,-120.7,,
1958.0,-130.0,,
1958.3,-136.0,,
1958.7,-146.8,,
1959.0,-158.7,,
1959.3,-166.3,,
1959.7,-171.6,,
1960.0,-181.1,,
1960.3,-185.1,,
1960.7,-196.5,,
1961.0,-204.9,,
1961.3,-216.2,,
1961.7,-223.7,,
1962.0,-230.4,,
1962.3,-238.1,,
1962.7,-245.9,,
1963.0,-260.2,,
1963.3,-274.5,,
1963.7,-285.3,,
1964.0,-291.4,,
1964.3,-301.0,,
1964.7,-311.6,,
1965.0,-325.6,,
1965.3,-335.3,,
1965.7,-346.5,,
1966.0,-354.3,,
1966.3,-361.2,,
1966.7,-373.0,,
1967.0,-388.0,,
1967.3,-400.7,,
1967.7,-417.4,,
1968.0,-429.8,,
1968.3,-439.4,,
1968.7,-453.9,,
1969.0,-469.4,,
1969.3,-481.3,,
1969.7,-495.1,,
1970.0,-509.3,,
1970.3,-518.7,,
1970.7,-530.5,,
1971.0,-546.5,,
1971.3,-565.6,,
1971.7,-576.5,,
1972.0,-590.1,,
1972.3,-599.2,,
1972.7,-608.8,,
1973.0,-626.4,,
1973.3,-640.6,,
1973.7,-652.4,,
1974.0,-662.9,,
1974.3,-671.6,,
1974.7,-684.6,,
1975.0,-701.8,,
1975.3,-717.5,,
1975.7,-729.8,,
1976.0,-738.9,,
1976.3,-746.6,,
1976.7,-756.5,,
1977.0,-768.9,,
1977.3,-785.9,,
1977.7,-802.0,,
1978.0,-815.7,,
1978.3,-825.8,,
1978.7,-838.6,,
1979.0,-852.3,,
1979.3,-868.4,,
1979.7,-882.9,,
1980.0,-895.3,,
1980.3,-903.0,,
1980.7,-913.4,,
1981.0,-927.7,,
1981.3,-941.9,,
1981.7,-955.0,,
1982.0,-966.2,,
1982.3,-973.2,,
1982.7,-979.7,,
1983.0,-991.0,,
1983.3,-997.3,,
1983.7,-1012.5,,
1984.0,-1030.1,,
1984.3,-1035.7,,
1984.7,-1032.5,,
1985.0,-1044.2,,
1985.3,-1069.2,,
1985.7,-1076.4,,
1986.0,-1080.7,,
1986.3,-1091.9,,
1986.7,-1100.8,,
1987.0,-1099.1,,
1987.3,-1112.3,,
1987.7,-1133.2,,
1988.0,-1139.2,,
1988.3,-1136.6,,
1988.7,-1142.5,,
1989.0,-1150.5,,
1989.3,-1160.6,,
1989.7,-1175.3,,
1990.0,-1182.9,,
1990.3,-1185.5,,
1990.7,-1189.5,,
1991.0,-1196.5,,
1991.3,-1206.4,,
1991.7,-1227.8,,
1992.0,-1234.1,,
1992.3,-1236.8,,
1992.7,-1239.7,,
1993.0,-1242.2,,
1993.3,-1250.5,,
1993.7,-1264.4,,
1994.0,-1272.4,,
1994.3,-1276.6,,
1994.7,-1270.9,,
